customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
0172-HGZZB,Male,0,Yes,No,24,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),17.44,401.0,No
0173-VVCRL,Female,0,Yes,Yes,39,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,77.21,3084.78,No
0174-AVLEY,Female,0,No,No,72,Yes,Yes,DSL,No,No,Yes,No,Yes,No,One year,No,Electronic check,93.91,6766.03,No
0175-QPOWO,Male,0,Yes,Yes,14,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,80.38,1078.24,Yes
0176-EUNBK,Female,1,No,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,72.63,569.62,Yes
0177-SGFBF,Male,0,No,No,49,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),110.86,5641.2,No
0178-RBROS,Female,0,No,Yes,46,No,No phone service,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,87.58,4116.0,No
0179-BTYFA,Male,0,Yes,Yes,24,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Mailed check,107.51,2554.15,No
0180-XOWJS,Female,0,Yes,No,7,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,73.24,523.56,No
0181-QEDJX,Female,0,No,No,59,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,101.85,5865.54,Yes
0182-QJQTX,Female,1,No,No,4,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),118.22,457.97,Yes
0183-EBFUB,Male,0,Yes,No,1,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Two year,No,Electronic check,117.61,122.54,No
0184-MKKPK,Female,0,Yes,No,39,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),85.02,3259.02,No
0185-SOYWW,Male,0,No,No,20,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),104.78,2035.23,No
0186-PKVPH,Female,0,No,No,7,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,80.7,570.73,No
0187-DHDXY,Male,0,Yes,No,27,No,No phone service,Fiber optic,No,No,No,No,Yes,Yes,Two year,No,Credit card (automatic),81.56,2286.09,No
0188-CCRZS,Female,0,Yes,Yes,36,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,78.88,2913.28,Yes
0189-SUERJ,Male,0,Yes,No,46,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),103.24,4721.07,No
0190-VUFAE,Female,0,Yes,Yes,8,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,113.53,920.6,No
0191-ILZNB,Female,0,Yes,No,0,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),74.84,,No
0192-QNZMI,Female,0,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,40.35,686.67,Yes
0193-ZYOYV,Male,0,No,Yes,48,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.06,4221.13,Yes
0194-OXKPQ,Female,0,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,92.57,482.92,Yes
0195-ZDAHQ,Female,0,No,No,13,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),119.02,1583.12,Yes
0196-CTOOX,Female,0,No,Yes,7,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),121.31,839.97,No
0197-VNZWN,Male,0,No,No,0,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),107.98,,Yes
0198-XBMZN,Female,0,No,No,57,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),102.37,5730.7,No
0199-XSGCO,Male,0,No,Yes,3,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,101.56,312.3,No
0200-WNKOM,Male,0,No,Yes,36,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),95.65,3337.93,No
0201-RZFCS,Female,0,Yes,Yes,10,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,55.57,550.27,No
0202-OYWEJ,Female,1,Yes,No,8,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,95.82,802.14,Yes
0203-GYQGV,Male,0,No,Yes,70,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),119.25,8695.79,Yes
0204-ZLYQM,Male,0,No,Yes,26,No,No phone service,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Credit card (automatic),67.44,1826.99,No
0205-TYDJC,Female,0,Yes,No,29,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),78.36,2171.13,No
0206-IMROD,Male,0,No,Yes,35,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,125.27,4574.9,Yes
0207-OVBOH,Male,0,Yes,No,10,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Credit card (automatic),83.67,810.45,No
0208-HQLSJ,Female,1,No,Yes,20,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,79.87,1637.92,No
0209-IEFTZ,Female,0,Yes,Yes,7,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Electronic check,84.25,571.56,No
0210-BXMFE,Male,0,No,No,44,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Electronic check,95.6,4159.63,No
0211-YAUVU,Male,0,Yes,Yes,22,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,113.1,2466.75,No
0212-FFWPD,Female,0,No,Yes,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,18.63,111.79,No
0213-KXWIW,Male,0,Yes,No,57,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,94.69,5609.33,No
0214-CSHED,Male,0,No,Yes,21,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,106.92,2275.76,No
0215-XFBTK,Female,0,Yes,No,17,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,125.36,2066.34,Yes
0216-DOFVQ,Male,0,No,Yes,0,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,110.44,,No
0217-XFSYB,Male,0,Yes,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),39.39,2279.42,No
0218-OKHZS,Male,0,No,Yes,72,No,No phone service,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Mailed check,97.26,6889.64,No
0219-MLEFZ,Male,0,No,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,44.32,879.75,No
0220-VDSTA,Female,1,No,No,14,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),96.03,1319.25,No
0221-TQLOA,Male,0,Yes,No,11,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,131.83,1489.56,No
0222-ZNFEK,Male,0,No,No,7,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,70.42,469.02,No
0223-DMKCA,Female,0,Yes,No,21,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,130.59,2861.27,Yes
0224-FRXJE,Male,0,Yes,No,3,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),132.26,397.69,Yes
0225-WJLBM,Male,0,Yes,No,62,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,One year,No,Electronic check,104.85,6697.11,No
0226-HBTAE,Female,0,Yes,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),112.53,436.09,No
0227-IQIKO,Male,0,No,No,34,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),110.5,3700.89,No
0228-XFWCQ,Male,0,Yes,No,9,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),107.73,1014.95,No
0229-ELRNU,Male,0,Yes,No,6,Yes,No,DSL,No,Yes,No,Yes,Yes,No,One year,Yes,Mailed check,95.73,576.63,No
0230-XKIBL,Male,0,No,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),43.99,867.4,No
0231-CCAHV,Male,0,No,No,36,No,No phone service,DSL,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),68.65,2594.62,No
0232-HKIEN,Male,0,No,No,32,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,51.96,1694.19,Yes
0233-CUEES,Male,0,No,Yes,6,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,77.14,477.12,No
0234-NZDYM,Female,0,No,No,10,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Credit card (automatic),102.82,996.74,Yes
0235-JYRHH,Female,1,No,No,50,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),121.09,5760.06,No
0236-GHNSF,Female,0,No,No,32,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,122.91,4096.23,No
0237-AWOAY,Male,0,No,Yes,31,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,128.23,3897.11,No
0238-QAOWB,Female,1,Yes,Yes,7,Yes,No,DSL,No,No,No,No,No,Yes,Two year,Yes,Mailed check,80.25,576.6,No
0239-NUHHS,Female,0,No,Yes,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,47.37,1834.46,No
0240-GSFFC,Female,0,No,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,36.31,414.7,No
0241-GSHJT,Female,0,Yes,No,12,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,No,Electronic check,105.6,1236.68,No
0242-OOATG,Male,0,No,No,8,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),104.58,839.13,No
0243-DFYAE,Male,0,No,No,3,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),107.87,319.26,No
0244-WADVB,Male,1,No,Yes,13,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,91.86,1216.33,No
0245-JEJAV,Female,0,Yes,Yes,0,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),114.85,,No
0246-FMODM,Male,1,No,No,15,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Two year,No,Mailed check,102.14,1568.28,No
0247-XTXOH,Female,0,Yes,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,No,Electronic check,110.75,3521.74,No
0248-EODLM,Male,0,Yes,No,72,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Mailed check,83.29,6164.54,No
0249-BSSDD,Male,0,No,No,2,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,No,Credit card (automatic),108.19,216.55,Yes
0250-ZKETK,Female,1,No,No,8,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.59,189.15,Yes
0251-JHFFH,Female,0,No,Yes,17,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,97.36,1693.49,Yes
0252-WOZNK,Male,0,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),108.73,431.87,No
0253-LZMHR,Male,0,No,Yes,3,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,80.15,247.28,No
0254-YAOHK,Male,0,No,No,15,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),122.62,1914.0,No
0255-LLDPD,Female,0,Yes,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,37.81,826.22,No
0256-EXEHJ,Female,0,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,42.0,1813.91,No
0257-QZIVS,Female,0,No,Yes,72,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,101.51,7029.36,No
0258-NHIVK,Female,1,No,No,37,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,114.94,4449.54,No
0259-WANEU,Male,0,Yes,Yes,6,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Electronic check,100.12,602.16,No
0260-ZNDVW,Female,0,Yes,Yes,34,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),67.95,2405.96,No
0261-YAVWS,Female,0,Yes,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,37.81,731.74,No
0262-HOUOI,Female,1,No,No,14,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),91.31,1241.38,Yes
0263-UIJTY,Male,0,No,No,68,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),118.51,8163.25,No
0264-UZICT,Male,0,No,No,30,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),116.82,3458.79,Yes
0265-YZKFB,Female,0,Yes,Yes,28,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),89.39,2382.07,No
0266-GRBQK,Female,0,Yes,Yes,0,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,95.81,,Yes
0267-LSVXY,Male,1,Yes,Yes,50,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,No,Electronic check,101.65,5326.81,No
0268-GTFUX,Male,1,Yes,No,39,Yes,No,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),54.86,2145.02,No
0269-AQKVZ,Female,0,No,No,8,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,95.05,746.55,No
0270-RUQGQ,Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,111.55,866.84,Yes
0271-TIQTV,Female,0,Yes,No,1,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),45.8,44.67,Yes
0272-VHQGA,Male,0,Yes,No,1,No,No phone service,DSL,No,Yes,Yes,No,No,No,One year,No,Credit card (automatic),62.79,64.91,No
0273-MWSXS,Female,0,Yes,No,27,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,89.98,2345.81,No
0274-QMPHS,Female,0,Yes,Yes,5,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),99.91,521.05,No
0275-RANSO,Female,0,No,No,64,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,106.94,6793.49,No
0276-RBVQR,Female,1,No,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),45.3,2116.4,No
0277-FSDAH,Male,0,No,No,10,No,No phone service,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),71.49,709.41,Yes
0278-WGCJJ,Male,0,No,Yes,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),40.1,463.03,No
0279-SNBAW,Female,0,Yes,Yes,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,41.69,370.43,No
0280-WRGHA,Male,0,Yes,No,2,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,No,Electronic check,106.86,211.09,No
0281-YWCXW,Female,0,Yes,Yes,0,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),112.54,,No
0282-HVYOE,Male,0,No,No,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),57.13,824.05,No
0283-CSAOH,Female,0,No,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,39.1,2686.63,Yes
0284-BCXNX,Male,0,No,No,62,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),87.01,5651.38,No
0285-NKPDT,Male,0,Yes,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),38.53,1515.57,Yes
0286-EVUNW,Male,1,No,No,24,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),88.38,2024.32,No
0287-PRGJG,Male,0,Yes,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),37.27,1834.99,No
0288-AWUSP,Female,1,Yes,No,18,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.16,1240.65,No
0289-SDRBA,Female,1,Yes,No,4,Yes,No,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),85.34,342.37,Yes
0290-OETKJ,Male,1,Yes,No,28,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,No,Credit card (automatic),103.32,2897.5,No
0291-BCWWL,Male,1,No,Yes,63,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Electronic check,123.27,8060.89,No
0292-TEEFI,Male,0,No,Yes,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),52.31,,Yes
0293-BULCT,Male,1,Yes,Yes,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),52.93,381.75,Yes
0294-ZVLXQ,Female,0,Yes,Yes,7,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),72.65,512.27,Yes
0295-JXNWQ,Male,0,Yes,No,2,No,No phone service,DSL,No,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),70.66,136.38,No
0296-RSQNI,Male,0,Yes,No,6,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Electronic check,114.68,703.28,Yes
0297-HBMYG,Male,0,Yes,No,12,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,94.45,1087.47,No
0298-IVVKN,Male,0,No,Yes,70,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Electronic check,129.66,8848.92,No
0299-DZZMB,Male,0,Yes,No,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),55.46,2732.75,No
0300-WEKFR,Male,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,46.91,3359.91,No
0301-UJDIF,Male,0,Yes,No,3,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,89.09,267.71,Yes
0302-BQEYF,Male,0,Yes,No,0,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,129.49,,No
0303-ZLWUJ,Female,0,Yes,No,2,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),130.52,262.4,No
0304-VUYFH,Male,0,No,No,61,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,99.88,5966.52,Yes
0305-BLMYU,Male,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,50.56,200.42,No
0306-GJMQZ,Male,0,Yes,No,21,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,Credit card (automatic),97.27,2092.24,No
0307-UZNBV,Male,0,No,No,6,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Electronic check,118.25,735.59,No
0308-KASUD,Female,0,Yes,Yes,0,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),112.97,,No
0309-SZUKH,Male,0,No,No,2,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,98.56,195.03,No
0310-KDQGH,Female,0,Yes,No,30,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,66.5,1971.13,No
0311-CVBWO,Female,0,No,Yes,5,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.74,380.05,No
0312-XVVEX,Female,0,No,Yes,6,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.49,116.81,No
0313-AZDOT,Female,1,No,No,11,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,116.87,1259.72,Yes
0314-SCTKQ,Male,0,Yes,No,26,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),109.26,2874.63,Yes
0315-MKBIZ,Female,0,Yes,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,41.26,602.19,Yes
0316-BUIIH,Female,0,No,Yes,72,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Electronic check,67.92,4672.91,No
0317-QAYKH,Male,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,44.24,602.84,Yes
0318-JYGCC,Female,1,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,94.37,488.08,No
0319-RELLS,Female,0,Yes,No,19,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),87.54,1625.25,Yes
0320-FBLSE,Female,0,Yes,No,14,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Mailed check,106.45,1484.61,Yes
0321-LQQJY,Female,0,No,No,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,38.25,1397.74,No
0322-WQOLP,Male,0,Yes,Yes,68,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),110.94,7718.38,Yes
0323-XSHUQ,Female,0,Yes,Yes,45,No,No phone service,Fiber optic,No,No,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),84.83,3789.59,No
